seizoen,speeldag,stand,ploeg,aantal_gespeelde_matchen,aantal_gewonnen_matchen,aantal_gelijkgespeelde_matchen,aantal_verloren_matchen,doelpunten,puntenverschil,punten
77/78,13.speeldag,13,KSC Lokeren,13,5,1,7,18:16,2,11:15
77/78,13.speeldag,14,Beringen FC,13,4,2,7,8:17,-9,10:16
77/78,13.speeldag,15,La Louviere,13,4,1,8,15:28,-13,9:17
77/78,13.speeldag,16,RFC Luik,13,2,4,7,14:23,-9,8:1817
77/78,13.speeldag,17,Cercle Brugge,13,2,3,8,9:24,-15,7:1918
77/78,13.speeldag,18,Boom FC,13,2,3,8,15:32,-17,7:19
77/78,14.speeldag,1,RSC Anderlecht,14,8,4,2,27:11,16,20:8
77/78,14.speeldag,2,Club Brugge,14,9,2,3,34:23,11,20:8
77/78,14.speeldag,3,Standard Luik,14,8,3,3,31:20,11,19:9
77/78,14.speeldag,4,KFC Winterslag,14,6,5,3,23:15,8,17:11
77/78,14.speeldag,5,SK Beveren-Waes,14,7,3,4,21:13,8,17:11
77/78,14.speeldag,6,Antwerp FC,14,6,4,4,21:13,8,16:12
77/78,14.speeldag,7,Beerschot VAV,14,4,8,2,23:19,4,16:12
77/78,14.speeldag,8,KSV Waregem,14,6,2,6,19:18,1,14:14
77/78,14.speeldag,9,Lierse SK,14,5,4,5,16:16,0,14:14
77/78,14.speeldag,10,KV Kortrijk,14,4,5,5,15:19,-4,13:15
77/78,14.speeldag,11,R Charleroi SC,14,5,3,6,19:24,-5,13:15
77/78,14.speeldag,12,KSC Lokeren,14,5,2,7,19:17,2,12:16
77/78,14.speeldag,13,RWD Molenbeek,14,4,4,6,24:25,-1,12:16
77/78,14.speeldag,14,Beringen FC,14,5,2,7,11:18,-7,12:16
77/78,14.speeldag,15,La Louviere,14,5,1,8,16:28,-12,11:17
77/78,14.speeldag,16,RFC Luik,14,3,4,7,16:23,-7,10:1817
77/78,14.speeldag,17,Boom FC,14,3,3,8,18:34,-16,9:1918
77/78,14.speeldag,18,Cercle Brugge,14,2,3,9,9:26,-17,7:21
77/78,15.speeldag,1,Club Brugge,15,10,2,3,36:24,12,22:8
77/78,15.speeldag,2,Standard Luik,15,9,3,3,32:20,12,21:9
77/78,15.speeldag,3,RSC Anderlecht,15,8,4,3,28:13,15,20:10
77/78,15.speeldag,4,SK Beveren-Waes,15,8,3,4,23:13,10,19:11
77/78,15.speeldag,5,KFC Winterslag,15,6,6,3,23:15,8,18:12
77/78,15.speeldag,6,Beerschot VAV,15,5,8,2,27:21,6,18:12
77/78,15.speeldag,7,Antwerp FC,15,6,4,5,23:17,6,16:14
77/78,15.speeldag,8,KSV Waregem,15,7,2,6,22:19,3,16:14
77/78,15.speeldag,9,Lierse SK,15,6,4,5,18:16,2,16:14
77/78,15.speeldag,10,R Charleroi SC,15,6,3,6,21:25,-4,15:15
77/78,15.speeldag,11,RWD Molenbeek,15,5,4,6,26:25,1,14:16
77/78,15.speeldag,12,KV Kortrijk,15,4,5,6,15:21,-6,13:17
77/78,15.speeldag,13,KSC Lokeren,15,5,2,8,19:18,1,12:18
77/78,15.speeldag,14,Beringen FC,15,5,2,8,12:20,-8,12:18
77/78,15.speeldag,15,La Louviere,15,5,1,9,16:30,-14,11:19
77/78,15.speeldag,16,RFC Luik,15,3,4,8,16:25,-9,10:2017
77/78,15.speeldag,17,Boom FC,15,3,3,9,19:37,-18,9:2118
77/78,15.speeldag,18,Cercle Brugge,15,2,4,9,9:26,-17,8:22
77/78,16.speeldag,1,Club Brugge,16,11,2,3,38:25,13,24:8
77/78,16.speeldag,2,Standard Luik,16,10,3,3,33:20,13,23:9
77/78,16.speeldag,3,SK Beveren-Waes,16,9,3,4,24:13,11,21:11
77/78,16.speeldag,4,RSC Anderlecht,16,8,4,4,28:14,14,20:12
77/78,16.speeldag,5,KFC Winterslag,16,7,6,3,25:16,9,20:12
77/78,16.speeldag,6,Beerschot VAV,16,5,9,2,28:22,6,19:13
77/78,16.speeldag,7,Lierse SK,16,7,4,5,20:17,3,18:14
77/78,16.speeldag,8,KSV Waregem,16,7,3,6,24:21,3,17:15
77/78,16.speeldag,9,Antwerp FC,16,6,4,6,24:19,5,16:16
77/78,16.speeldag,10,R Charleroi SC,16,6,4,6,23:27,-4,16:16
77/78,16.speeldag,11,RWD Molenbeek,16,5,5,6,27:26,1,15:17
77/78,16.speeldag,12,KSC Lokeren,16,5,3,8,20:19,1,13:19
77/78,16.speeldag,13,KV Kortrijk,16,4,5,7,15:22,-7,13:19
77/78,16.speeldag,14,Beringen FC,16,5,2,9,13:22,-9,12:20
77/78,16.speeldag,15,RFC Luik,16,3,5,8,18:27,-9,11:21
77/78,16.speeldag,16,La Louviere,16,5,1,10,17:32,-15,11:2117
77/78,16.speeldag,17,Boom FC,16,3,4,9,20:38,-18,10:2218
77/78,16.speeldag,18,Cercle Brugge,16,2,5,9,11:28,-17,9:23
77/78,17.speeldag,1,Club Brugge,17,11,3,3,40:27,13,25:9
77/78,17.speeldag,2,Standard Luik,17,10,4,3,34:21,13,24:10
77/78,17.speeldag,3,SK Beveren-Waes,17,10,3,4,28:14,14,23:11
77/78,17.speeldag,4,RSC Anderlecht,17,9,4,4,31:15,16,22:12
77/78,17.speeldag,5,Beerschot VAV,17,6,9,2,30:23,7,21:13
77/78,17.speeldag,6,KFC Winterslag,17,7,6,4,25:18,7,20:14
77/78,17.speeldag,7,Lierse SK,17,8,4,5,24:19,5,20:14
77/78,17.speeldag,8,R Charleroi SC,17,7,4,6,25:27,-2,18:16
77/78,17.speeldag,9,Antwerp FC,17,6,5,6,25:20,5,17:17
77/78,17.speeldag,10,RWD Molenbeek,17,6,5,6,32:29,3,17:17
77/78,17.speeldag,11,KSV Waregem,17,7,3,7,25:24,1,17:17
77/78,17.speeldag,12,KSC Lokeren,17,5,4,8,22:21,1,14:20
77/78,17.speeldag,13,Beringen FC,17,6,2,9,16:22,-6,14:20
77/78,17.speeldag,14,KV Kortrijk,17,4,5,8,18:27,-9,13:21
77/78,17.speeldag,15,RFC Luik,17,3,5,9,19:29,-10,11:23
77/78,17.speeldag,16,La Louviere,17,5,1,11,17:35,-18,11:2317
77/78,17.speeldag,17,Boom FC,17,3,4,10,22:42,-20,10:2418
77/78,17.speeldag,18,Cercle Brugge,17,2,5,10,12:32,-20,9:25
77/78,18.speeldag,1,Club Brugge,18,12,3,3,42:27,15,27:9
77/78,18.speeldag,2,Standard Luik,18,11,4,3,35:21,14,26:10
77/78,18.speeldag,3,SK Beveren-Waes,18,10,3,5,29:16,13,23:13
77/78,18.speeldag,4,Beerschot VAV,18,7,9,2,32:23,9,23:13
77/78,18.speeldag,5,RSC Anderlecht,18,9,4,5,32:18,14,22:14
77/78,18.speeldag,6,KFC Winterslag,18,8,6,4,27:19,8,22:14
77/78,18.speeldag,7,Lierse SK,18,9,4,5,27:20,7,22:14
77/78,18.speeldag,8,R Charleroi SC,18,8,4,6,28:29,-1,20:16
77/78,18.speeldag,9,Antwerp FC,18,6,5,7,25:22,3,17:19
77/78,18.speeldag,10,RWD Molenbeek,18,6,5,7,32:30,2,17:19
77/78,18.speeldag,11,KSV Waregem,18,7,3,8,27:27,0,17:19
77/78,18.speeldag,12,KSC Lokeren,18,5,5,8,22:21,1,15:21
77/78,18.speeldag,13,Beringen FC,18,6,3,9,18:24,-6,15:21
77/78,18.speeldag,14,KV Kortrijk,18,4,6,8,20:29,-9,14:22
77/78,18.speeldag,15,La Louviere,18,5,2,11,17:35,-18,12:24
77/78,18.speeldag,16,Boom FC,18,4,4,10,23:42,-19,12:2417
77/78,18.speeldag,17,RFC Luik,18,3,5,10,19:30,-11,11:2518
77/78,18.speeldag,18,Cercle Brugge,18,2,5,11,12:34,-22,9:27
77/78,19.speeldag,1,Club Brugge,19,13,3,3,45:29,16,29:9
77/78,19.speeldag,2,Standard Luik,19,12,4,3,39:21,18,28:10
77/78,19.speeldag,3,SK Beveren-Waes,19,11,3,5,30:16,14,25:13
77/78,19.speeldag,4,RSC Anderlecht,19,10,4,5,34:19,15,24:14
77/78,19.speeldag,5,Beerschot VAV,19,7,9,3,33:25,8,23:15
77/78,19.speeldag,6,KFC Winterslag,19,8,7,4,28:20,8,23:15
77/78,19.speeldag,7,Lierse SK,19,9,4,6,29:25,4,22:16
77/78,19.speeldag,8,R Charleroi SC,19,8,4,7,28:30,-2,20:18
77/78,19.speeldag,9,Antwerp FC,19,7,5,7,28:24,4,19:19
77/78,19.speeldag,10,KSV Waregem,19,8,3,8,29:27,2,19:19
77/78,19.speeldag,11,KSC Lokeren,19,6,5,8,24:21,3,17:21
77/78,19.speeldag,12,RWD Molenbeek,19,6,5,8,34:33,1,17:21
77/78,19.speeldag,13,Beringen FC,19,6,3,10,18:26,-8,15:23
77/78,19.speeldag,14,KV Kortrijk,19,4,6,9,22:32,-10,14:24
77/78,19.speeldag,15,RFC Luik,19,4,5,10,24:32,-8,13:25
77/78,19.speeldag,16,La Louviere,19,5,3,11,18:36,-18,13:2517
77/78,19.speeldag,17,Boom FC,19,4,4,11,23:46,-23,12:2618
77/78,19.speeldag,18,Cercle Brugge,19,2,5,12,12:36,-24,9:29
77/78,20.speeldag,1,Club Brugge,20,14,3,3,49:31,18,31:9
77/78,20.speeldag,2,Standard Luik,20,12,4,4,39:22,17,28:12
77/78,20.speeldag,3,RSC Anderlecht,20,11,4,5,35:19,16,26:14
77/78,20.speeldag,4,SK Beveren-Waes,20,11,4,5,30:16,14,26:14
77/78,20.speeldag,5,Beerschot VAV,20,8,9,3,37:25,12,25:15
77/78,20.speeldag,6,KFC Winterslag,20,9,7,4,31:22,9,25:15
77/78,20.speeldag,7,Lierse SK,20,10,4,6,34:25,9,24:16
77/78,20.speeldag,8,Antwerp FC,20,7,6,7,28:24,4,20:20
77/78,20.speeldag,9,KSV Waregem,20,8,4,8,29:27,2,20:20
77/78,20.speeldag,10,R Charleroi SC,20,8,4,8,28:34,-6,20:20
77/78,20.speeldag,11,RWD Molenbeek,20,7,5,8,38:34,4,19:21
77/78,20.speeldag,12,KSC Lokeren,20,6,5,9,26:24,2,17:23
77/78,20.speeldag,13,Beringen FC,20,6,4,10,18:26,-8,16:24
77/78,20.speeldag,14,KV Kortrijk,20,4,7,9,22:32,-10,15:25
77/78,20.speeldag,15,La Louviere,20,5,4,11,18:36,-18,14:26
77/78,20.speeldag,16,RFC Luik,20,4,5,11,25:36,-11,13:2717
77/78,20.speeldag,17,Boom FC,20,4,4,12,25:50,-25,12:2818
77/78,20.speeldag,18,Cercle Brugge,20,2,5,13,12:41,-29,9:31
77/78,21.speeldag,1,Club Brugge,21,14,4,3,50:32,18,32:10
77/78,21.speeldag,2,Standard Luik,21,12,5,4,40:23,17,29:13
77/78,21.speeldag,3,RSC Anderlecht,21,11,5,5,36:20,16,27:15
77/78,21.speeldag,4,SK Beveren-Waes,21,11,5,5,31:17,14,27:15
77/78,21.speeldag,5,Beerschot VAV,21,8,10,3,38:26,12,26:16
77/78,21.speeldag,6,Lierse SK,21,11,4,6,36:25,11,26:16
77/78,21.speeldag,7,KFC Winterslag,21,9,8,4,33:24,9,26:16
77/78,21.speeldag,8,Antwerp FC,21,7,7,7,28:24,4,21:21
77/78,21.speeldag,9,KSV Waregem,21,8,5,8,31:29,2,21:21
77/78,21.speeldag,10,RWD Molenbeek,21,7,6,8,39:35,4,20:22
77/78,21.speeldag,11,R Charleroi SC,21,8,4,9,28:36,-8,20:22
77/78,21.speeldag,12,KSC Lokeren,21,6,6,9,28:26,2,18:24
77/78,21.speeldag,13,Beringen FC,21,6,5,10,19:27,-8,17:25
77/78,21.speeldag,14,KV Kortrijk,21,4,8,9,24:34,-10,16:26
77/78,21.speeldag,15,La Louviere,21,5,5,11,18:36,-18,15:27
77/78,21.speeldag,16,RFC Luik,21,4,6,11,26:37,-11,14:2817
77/78,21.speeldag,17,Boom FC,21,4,5,12,26:51,-25,13:2918
77/78,21.speeldag,18,Cercle Brugge,21,2,6,13,13:42,-29,10:32
77/78,22.speeldag,1,Club Brugge,22,15,4,3,52:32,20,34:10
77/78,22.speeldag,2,Standard Luik,22,13,5,4,42:24,18,31:13
77/78,22.speeldag,3,Beerschot VAV,22,9,10,3,42:26,16,28:16
77/78,22.speeldag,4,Lierse SK,22,12,4,6,38:26,12,28:16
77/78,22.speeldag,5,RSC Anderlecht,22,11,5,6,36:22,14,27:17
77/78,22.speeldag,6,SK Beveren-Waes,22,11,5,6,32:19,13,27:17
77/78,22.speeldag,7,KFC Winterslag,22,9,8,5,33:27,6,26:18
77/78,22.speeldag,8,RWD Molenbeek,22,8,6,8,40:35,5,22:22
77/78,22.speeldag,9,Antwerp FC,22,7,7,8,28:26,2,21:23
77/78,22.speeldag,10,KSV Waregem,22,8,5,9,31:33,-2,21:23
77/78,22.speeldag,11,KSC Lokeren,22,7,6,9,30:26,4,20:24
77/78,22.speeldag,12,R Charleroi SC,22,8,4,10,29:38,-9,20:24
77/78,22.speeldag,13,Beringen FC,22,7,5,10,21:28,-7,19:25
77/78,22.speeldag,14,KV Kortrijk,22,5,8,9,27:34,-7,18:26
77/78,22.speeldag,15,La Louviere,22,6,5,11,21:37,-16,17:27
77/78,22.speeldag,16,RFC Luik,22,4,6,12,27:39,-12,14:3017
77/78,22.speeldag,17,Boom FC,22,4,5,13,27:54,-27,13:3118
77/78,22.speeldag,18,Cercle Brugge,22,2,6,14,13:43,-30,10:34
77/78,23.speeldag,1,Club Brugge,23,16,4,3,55:33,22,36:10
77/78,23.speeldag,2,Standard Luik,23,14,5,4,44:24,20,33:13
77/78,23.speeldag,3,Lierse SK,23,13,4,6,41:27,14,30:16
77/78,23.speeldag,4,RSC Anderlecht,23,12,5,6,40:22,18,29:17
77/78,23.speeldag,5,Beerschot VAV,23,9,10,4,43:28,15,28:18
77/78,23.speeldag,6,KFC Winterslag,23,10,8,5,35:28,7,28:18
77/78,23.speeldag,7,SK Beveren-Waes,23,11,5,7,32:21,11,27:19
77/78,23.speeldag,8,RWD Molenbeek,23,9,6,8,42:36,6,24:22
77/78,23.speeldag,9,Antwerp FC,23,8,7,8,31:27,4,23:23
77/78,23.speeldag,10,KSC Lokeren,23,8,6,9,34:26,8,22:24
77/78,23.speeldag,11,KSV Waregem,23,8,5,10,32:36,-4,21:25
77/78,23.speeldag,12,R Charleroi SC,23,8,4,11,30:40,-10,20:26
77/78,23.speeldag,13,Beringen FC,23,7,5,11,21:32,-11,19:27
77/78,23.speeldag,14,KV Kortrijk,23,5,8,10,28:37,-9,18:28
77/78,23.speeldag,15,La Louviere,23,6,5,12,22:45,-23,17:29
77/78,23.speeldag,16,RFC Luik,23,5,6,12,35:40,-5,16:3017
77/78,23.speeldag,17,Boom FC,23,4,5,14,27:58,-31,13:3318
77/78,23.speeldag,18,Cercle Brugge,23,2,6,15,14:46,-32,10:36
77/78,24.speeldag,1,Club Brugge,24,17,4,3,57:33,24,38:10
77/78,24.speeldag,2,Standard Luik,24,14,6,4,44:24,20,34:14
77/78,24.speeldag,3,Lierse SK,24,14,4,6,43:27,16,32:16
77/78,24.speeldag,4,RSC Anderlecht,24,13,5,6,42:22,20,31:17
77/78,24.speeldag,5,SK Beveren-Waes,24,12,5,7,34:21,13,29:19
77/78,24.speeldag,6,Beerschot VAV,24,9,10,5,43:30,13,28:20
77/78,24.speeldag,7,KFC Winterslag,24,10,8,6,35:30,5,28:20
77/78,24.speeldag,8,Antwerp FC,24,9,7,8,33:27,6,25:23
77/78,24.speeldag,9,RWD Molenbeek,24,9,6,9,42:38,4,24:24
77/78,24.speeldag,10,KSC Lokeren,24,8,7,9,36:28,8,23:25
77/78,24.speeldag,11,KSV Waregem,24,8,6,10,32:36,-4,22:26
77/78,24.speeldag,12,Beringen FC,24,8,5,11,23:33,-10,21:27
77/78,24.speeldag,13,KV Kortrijk,24,6,8,10,30:37,-7,20:28
77/78,24.speeldag,14,R Charleroi SC,24,8,4,12,30:42,-12,20:28
77/78,24.speeldag,15,RFC Luik,24,5,7,12,37:42,-5,17:31
77/78,24.speeldag,16,La Louviere,24,6,5,13,22:47,-25,17:3117
77/78,24.speeldag,17,Boom FC,24,4,5,15,27:60,-33,13:3518
77/78,24.speeldag,18,Cercle Brugge,24,2,6,16,15:48,-33,10:38
77/78,25.speeldag,1,Club Brugge,25,17,5,3,59:35,24,39:11
77/78,25.speeldag,2,Standard Luik,25,14,7,4,45:25,20,35:15
77/78,25.speeldag,3,Lierse SK,25,15,4,6,46:29,17,34:16
77/78,25.speeldag,4,RSC Anderlecht,25,14,5,6,44:22,22,33:17
77/78,25.speeldag,5,SK Beveren-Waes,25,12,6,7,36:23,13,30:20
77/78,25.speeldag,6,Beerschot VAV,25,9,11,5,44:31,13,29:21
77/78,25.speeldag,7,KFC Winterslag,25,10,8,7,37:33,4,28:22
77/78,25.speeldag,8,Antwerp FC,25,10,7,8,34:27,7,27:23
77/78,25.speeldag,9,RWD Molenbeek,25,10,6,9,44:38,6,26:24
77/78,25.speeldag,10,KSC Lokeren,25,8,7,10,36:30,6,23:27
77/78,25.speeldag,11,Beringen FC,25,9,5,11,25:33,-8,23:27
77/78,25.speeldag,12,KSV Waregem,25,8,6,11,32:38,-6,22:28
77/78,25.speeldag,13,KV Kortrijk,25,6,8,11,30:38,-8,20:30
77/78,25.speeldag,14,R Charleroi SC,25,8,4,13,30:44,-14,20:30
77/78,25.speeldag,15,RFC Luik,25,6,7,12,38:42,-4,19:31
77/78,25.speeldag,16,La Louviere,25,6,5,14,23:49,-26,17:3317
77/78,25.speeldag,17,Boom FC,25,4,5,16,27:61,-34,13:3718
77/78,25.speeldag,18,Cercle Brugge,25,3,6,16,17:49,-32,12:38
77/78,26.speeldag,1,Club Brugge,26,18,5,3,61:36,25,41:11
77/78,26.speeldag,2,Standard Luik,26,15,7,4,52:25,27,37:15
77/78,26.speeldag,3,RSC Anderlecht,26,15,5,6,46:23,23,35:17
77/78,26.speeldag,4,Lierse SK,26,15,4,7,47:31,16,34:18
77/78,26.speeldag,5,SK Beveren-Waes,26,12,6,8,36:24,12,30:22
77/78,26.speeldag,6,Beerschot VAV,26,9,11,6,45:33,12,29:23
77/78,26.speeldag,7,RWD Molenbeek,26,11,6,9,46:39,7,28:24
77/78,26.speeldag,8,KFC Winterslag,26,10,8,8,37:40,-3,28:24
77/78,26.speeldag,9,Antwerp FC,26,10,7,9,35:29,6,27:25
77/78,26.speeldag,10,KSC Lokeren,26,9,7,10,38:30,8,25:27
77/78,26.speeldag,11,Beringen FC,26,10,5,11,28:33,-5,25:27
77/78,26.speeldag,12,KSV Waregem,26,8,6,12,32:41,-9,22:30
77/78,26.speeldag,13,KV Kortrijk,26,6,9,11,31:39,-8,21:31
77/78,26.speeldag,14,RFC Luik,26,6,8,12,38:42,-4,20:32
77/78,26.speeldag,15,R Charleroi SC,26,8,4,14,30:46,-16,20:32
77/78,26.speeldag,16,La Louviere,26,7,5,14,24:49,-25,19:3317
77/78,26.speeldag,17,Boom FC,26,4,6,16,27:61,-34,14:3818
77/78,26.speeldag,18,Cercle Brugge,26,3,7,16,18:50,-32,13:39
77/78,27.speeldag,1,Club Brugge,27,18,6,3,62:37,25,42:12
77/78,27.speeldag,2,Standard Luik,27,16,7,4,55:27,28,39:15
77/78,27.speeldag,3,RSC Anderlecht,27,16,5,6,49:23,26,37:17
77/78,27.speeldag,4,Lierse SK,27,15,4,8,49:34,15,34:20
77/78,27.speeldag,5,SK Beveren-Waes,27,13,6,8,37:24,13,32:22
77/78,27.speeldag,6,RWD Molenbeek,27,12,6,9,47:39,8,30:24
77/78,27.speeldag,7,KFC Winterslag,27,11,8,8,41:41,0,30:24
77/78,27.speeldag,8,Beerschot VAV,27,9,11,7,45:34,11,29:25
77/78,27.speeldag,9,Antwerp FC,27,11,7,9,36:29,7,29:25
77/78,27.speeldag,10,KSC Lokeren,27,9,8,10,39:31,8,26:28
77/78,27.speeldag,11,Beringen FC,27,10,5,12,28:34,-6,25:29
77/78,27.speeldag,12,KSV Waregem,27,8,7,12,33:42,-9,23:31
77/78,27.speeldag,13,KV Kortrijk,27,6,9,12,31:42,-11,21:33
77/78,27.speeldag,14,R Charleroi SC,27,8,5,14,31:47,-16,21:33
77/78,27.speeldag,15,RFC Luik,27,6,8,13,38:43,-5,20:34
77/78,27.speeldag,16,La Louviere,27,7,6,14,25:50,-25,20:3417
77/78,27.speeldag,17,Cercle Brugge,27,3,8,16,19:51,-32,14:4018
77/78,27.speeldag,18,Boom FC,27,4,6,17,28:65,-37,14:40
77/78,28.speeldag,1,Club Brugge,28,19,6,3,63:37,26,44:12
77/78,28.speeldag,2,Standard Luik,28,16,7,5,55:28,27,39:17
77/78,28.speeldag,3,RSC Anderlecht,28,16,6,6,49:23,26,38:18
77/78,28.speeldag,4,Lierse SK,28,15,5,8,50:35,15,35:21
77/78,28.speeldag,5,SK Beveren-Waes,28,13,7,8,37:24,13,33:23
77/78,28.speeldag,6,RWD Molenbeek,28,13,6,9,50:39,11,32:24
77/78,28.speeldag,7,Beerschot VAV,28,10,11,7,49:34,15,31:25
77/78,28.speeldag,8,Antwerp FC,28,12,7,9,39:30,9,31:25
77/78,28.speeldag,9,KFC Winterslag,28,11,8,9,41:44,-3,30:26
77/78,28.speeldag,10,KSC Lokeren,28,9,8,11,39:34,5,26:30
77/78,28.speeldag,11,Beringen FC,28,10,6,12,29:35,-6,26:30
77/78,28.speeldag,12,KSV Waregem,28,9,7,12,36:42,-6,25:31
77/78,28.speeldag,13,KV Kortrijk,28,6,10,12,31:42,-11,22:34
77/78,28.speeldag,14,RFC Luik,28,6,9,13,38:43,-5,21:35
77/78,28.speeldag,15,R Charleroi SC,28,8,5,15,32:50,-18,21:35
77/78,28.speeldag,16,La Louviere,28,7,6,15,25:54,-29,20:3617
77/78,28.speeldag,17,Cercle Brugge,28,4,8,16,21:51,-30,16:4018
77/78,28.speeldag,18,Boom FC,28,4,6,18,28:67,-39,14:42
77/78,29.speeldag,1,Club Brugge,29,19,6,4,64:40,24,44:14
77/78,29.speeldag,2,Standard Luik,29,17,7,5,58:29,29,41:17
77/78,29.speeldag,3,RSC Anderlecht,29,17,6,6,58:23,35,40:18
77/78,29.speeldag,4,Lierse SK,29,16,5,8,53:36,17,37:21
77/78,29.speeldag,5,SK Beveren-Waes,29,13,8,8,38:25,13,34:24
77/78,29.speeldag,6,Antwerp FC,29,13,7,9,42:30,12,33:25
77/78,29.speeldag,7,Beerschot VAV,29,10,12,7,51:36,15,32:26
77/78,29.speeldag,8,RWD Molenbeek,29,13,6,10,51:42,9,32:26
77/78,29.speeldag,9,KFC Winterslag,29,12,8,9,42:44,-2,32:26
77/78,29.speeldag,10,KSC Lokeren,29,9,9,11,40:35,5,27:31
77/78,29.speeldag,11,KSV Waregem,29,10,7,12,39:42,-3,27:31
77/78,29.speeldag,12,Beringen FC,29,10,7,12,31:37,-6,27:31
77/78,29.speeldag,13,R Charleroi SC,29,9,5,15,33:50,-17,23:35
77/78,29.speeldag,14,KV Kortrijk,29,6,10,13,31:43,-12,22:36
77/78,29.speeldag,15,RFC Luik,29,6,9,14,38:44,-6,21:37
77/78,29.speeldag,16,La Louviere,29,7,6,16,25:57,-32,20:3817
77/78,29.speeldag,17,Cercle Brugge,29,4,8,17,21:54,-33,16:4218
77/78,29.speeldag,18,Boom FC,29,4,6,19,28:76,-48,14:44
77/78,30.speeldag,1,Club Brugge,30,20,6,4,68:43,25,46:14
77/78,30.speeldag,2,RSC Anderlecht,30,18,6,6,59:23,36,42:18
77/78,30.speeldag,3,Standard Luik,30,17,8,5,59:30,29,42:18
77/78,30.speeldag,4,Lierse SK,30,17,5,8,57:39,18,39:21
77/78,30.speeldag,5,SK Beveren-Waes,30,13,9,8,38:25,13,35:25
77/78,30.speeldag,6,Beerschot VAV,30,10,13,7,53:38,15,33:27
77/78,30.speeldag,7,Antwerp FC,30,13,7,10,43:32,11,33:27
77/78,30.speeldag,8,RWD Molenbeek,30,13,6,11,51:43,8,32:28
77/78,30.speeldag,9,KFC Winterslag,30,12,8,10,45:48,-3,32:28
77/78,30.speeldag,10,KSV Waregem,30,11,7,12,41:43,-2,29:31
77/78,30.speeldag,11,Beringen FC,30,11,7,12,32:37,-5,29:31
77/78,30.speeldag,12,KSC Lokeren,30,9,9,12,43:39,4,27:33
77/78,30.speeldag,13,RFC Luik,30,7,9,14,39:44,-5,23:37
77/78,30.speeldag,14,KV Kortrijk,30,6,11,13,33:45,-12,23:37
77/78,30.speeldag,15,R Charleroi SC,30,9,5,16,33:51,-18,23:37
77/78,30.speeldag,16,La Louviere,30,7,7,16,26:58,-32,21:3917
77/78,30.speeldag,17,Cercle Brugge,30,4,8,18,21:55,-34,16:4418
77/78,30.speeldag,18,Boom FC,30,4,7,19,28:76,-48,15:45
78/79,1.speeldag,1,KSK Beveren,1,1,0,0,3:0,3,2:0
78/79,1.speeldag,1,Antwerp FC,1,1,0,0,3:0,3,2:0
78/79,1.speeldag,3,RFC Luik,1,1,0,0,2:0,2,2:0
78/79,1.speeldag,4,RSC Anderlecht,1,1,0,0,2:1,1,2:0
78/79,1.speeldag,5,KSV Waregem,1,1,0,0,1:0,1,2:0
78/79,1.speeldag,5,Beringen FC,1,1,0,0,1:0,1,2:0
